	name
TIGR01565	homeobox domain, ZF-HD class
TIGR01549	HAD hydrolase, family IA, variant 1
TIGR01081	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
TIGR01751	crotonyl-CoA reductase
TIGR01837	poly(hydroxyalkanoate) granule-associated protein
TIGR00554	pantothenate kinase
TIGR03551	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofH subunit
TIGR00321	deoxyhypusine synthase
TIGR03702	lipid kinase YegS
TIGR01327	phosphoglycerate dehydrogenase
TIGR01941	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
TIGR00814	serine transporter
TIGR00899	sugar efflux transporter
TIGR03680	translation initiation factor 2 subunit gamma
TIGR03252	uncharacterized HhH-GPD family protein
TIGR03766	conserved hypothetical integral membrane protein
TIGR02682	CRISPR-associated protein, Csx11 family
TIGR03522	gliding motility-associated ABC transporter ATP-binding subunit GldA
TIGR01688	D-alanine--poly(phosphoribitol) ligase, subunit 2
TIGR01165	cobalt transport protein
TIGR00256	D-tyrosyl-tRNA(Tyr) deacylase
TIGR01164	ribosomal protein L16
TIGR01462	transcription elongation factor GreA
TIGR01665	phage minor structural protein, N-terminal region
TIGR03426	rod shape-determining protein MreD
TIGR03784	sortase, marine proteobacterial type
TIGR03451	mycothiol-dependent formaldehyde dehydrogenase
TIGR02929	Fe-only nitrogenase, delta subunit
TIGR00745	2-dehydropantoate 2-reductase
TIGR00424	5'-adenylylsulfate reductase, thioredoxin-independent
TIGR01816	succinate dehydrogenase, flavoprotein subunit
TIGR01069	MutS2 family protein
TIGR03012	sulfur relay protein TusD/DsrE
TIGR01190	heme exporter protein CcmB
TIGR01159	density-regulated protein DRP1
TIGR03364	FAD dependent oxidoreductase TIGR03364
TIGR00465	ketol-acid reductoisomerase
TIGR03689	proteasome ATPase
TIGR03807	putative cofactor-binding repeat
TIGR03487	CRISPR-associated protein, Csp2 family
TIGR01924	anti-sigma B factor
TIGR03338	phosphonate utilization associated transcriptional regulator
TIGR03753	beta-carotene 15,15'-monooxygenase, Brp/Blh family
TIGR03850	carbohydrate ABC transporter substrate-binding protein, CPR_0540 family
TIGR01662	HAD hydrolase, family IIIA
TIGR03740	lantibiotic protection ABC transporter, ATP-binding subunit
TIGR02417	D-fructose-responsive transcription factor
TIGR01875	CRISPR-associated autoregulator DevR family
TIGR03541	LuxR family transcriptional regulatory, chaperone HchA-associated
TIGR02727	5-formyltetrahydrofolate cyclo-ligase
TIGR02733	C-3',4' desaturase CrtD
TIGR03341	IscR-regulated protein YhgI
TIGR00121	biotin-[acetyl-CoA-carboxylase] ligase
TIGR00457	asparaginyl-tRNA synthetase
TIGR02967	guanine deaminase
TIGR00199	competence/damage-inducible protein CinA C-terminal domain
TIGR00332	desulfoferrodoxin ferrous iron-binding domain
TIGR02590	CRISPR-associated protein, Csh2 family
TIGR02256	conserved hypothetical protein
TIGR03741	PRTRC system protein E
TIGR00723	hydrolyase, tartrate beta subunit/fumarate domain protein, Fe-S type
TIGR01097	phosphonate ABC transporter, permease protein PhnE
TIGR00267	conserved hypothetical protein TIGR00267
TIGR00414	seryl-tRNA synthetase
TIGR01326	O-acetylhomoserine aminocarboxypropyltransferase/cysteine synthase
TIGR02872	sporulation integral membrane protein YtvI
TIGR03481	hopanoid biosynthesis associated membrane protein HpnM
TIGR01117	methylmalonyl-CoA decarboxylase alpha subunit
TIGR03695	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
TIGR01253	thiamine/thiamine pyrophosphate ABC transporter, permease protein
TIGR02673	cell division ATP-binding protein FtsE
TIGR02260	benzoyl-CoA reductase, subunit B
TIGR03308	phosphonate metabolim protein, transferase hexapeptide repeat family
TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
TIGR02845	stage V sporulation protein AD
TIGR02465	chlorocatechol 1,2-dioxygenase
TIGR01065	channel protein, hemolysin III family
TIGR02583	CRISPR-associated regulatory protein, Csa2 family
TIGR02925	peptidyl-prolyl cis-trans isomerase, EpsD family
TIGR02714	ring-opening amidohydrolases
TIGR00109	ferrochelatase
TIGR02877	sporulation protein YhbH
TIGR03648	probable sodium:solute symporter, VC_2705 subfamily
TIGR03008	CAAX prenyl protease-related protein
TIGR02514	type III secretion system needle length determinant
TIGR02189	Glutaredoxin-like family
TIGR03372	putrescine aminotransferase
TIGR03825	flagellar assembly protein FliH
TIGR01719	uridine phosphorylase
TIGR00847	cytochrome oxidase maturation protein, cbb3-type
TIGR03583	probable amidohydrolase EF_0837/AHA_3915
TIGR01126	protein disulfide-isomerase domain
TIGR02944	FeS assembly SUF system regulator
TIGR01025	ribosomal protein S19
TIGR02378	nitrite reductase [NAD(P)H], small subunit
TIGR01859	fructose-1,6-bisphosphate aldolase, class II
TIGR02413	Bacillus tandem small hypothetical proetin
TIGR00159	conserved hypothetical protein TIGR00159
TIGR00387	glycolate oxidase, subunit GlcD
TIGR03314	putative selenium metabolism protein SsnA
TIGR01244	conserved hypothetical protein TIGR01244
TIGR01412	Tat-translocated enzyme
TIGR01228	urocanate hydratase
TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
TIGR01397	flagellar motor switch protein FliM
TIGR00348	type I site-specific deoxyribonuclease, HsdR family
TIGR02355	molybdopterin synthase sulfurylase MoeB
TIGR03458	succinate CoA transferases
TIGR01231	tagatose-6-phosphate kinase
TIGR02109	coenzyme PQQ biosynthesis protein E
TIGR00530	1-acylglycerol-3-phosphate O-acyltransferases
TIGR01985	phasin
TIGR03385	CoA-disulfide reductase
TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain
TIGR00145	FTR1 family protein
TIGR03687	ubiquitin-like protein Pup
TIGR01411	twin arginine-targeting protein translocase, TatA/E family
TIGR03151	putative enoyl-(acyl-carrier-protein) reductase II
TIGR02119	sodium/pantothenate symporter
TIGR00139	homoaconitase
TIGR01781	Treponema denticola clustered lipoprotein
TIGR02657	amicyanin
TIGR00890	Oxalate/Formate Antiporter
TIGR01362	3-deoxy-8-phosphooctulonate synthase
TIGR01846	type I secretion system ATPase
TIGR02196	Glutaredoxin-like protein, YruB-family
TIGR00712	glycerol-3-phosphate transporter
TIGR00024	putative phosphoesterase
TIGR02716	C-20 methyltransferase BchU
TIGR03710	2-oxoacid:acceptor oxidoreductase, alpha subunit
TIGR02887	germination protein, Ger(x)C family
TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M
TIGR03134	malonate decarboxylase, gamma subunit
TIGR00795	transporter, lactate permease (LctP) family
TIGR00783	citrate carrier protein, CCS family
TIGR00198	catalase/peroxidase HPI
TIGR02893	spore cortex biosynthesis protein YabQ
TIGR03097	probable O-glycosylation ligase, exosortase system type 1-associated
TIGR03103	GNAT-family acetyltransferase TIGR03103
TIGR01346	isocitrate lyase
TIGR03259	methyl-coenzyme M reductase, gamma subunit
TIGR01109	sodium ion-translocating decarboxylase, beta subunit
TIGR02399	glucosylglycerol 3-phosphatase
TIGR00205	flagellar hook-basal body complex protein FliE
TIGR02116	addiction module toxin, Txe/YoeB family
TIGR02137	phosphoserine phosphatase/homoserine phosphotransferase bifunctional protein
TIGR01358	3-deoxy-7-phosphoheptulonate synthase
TIGR01413	Dyp-type peroxidase family
TIGR02280	phenylacetate degradation probable enoyl-CoA hydratase paaB
TIGR02847	cytochrome o ubiquinol oxidase subunit IV
TIGR02892	sporulation protein YabP
TIGR00849	PTS system, glucitol/sorbitol-specific IIA component
TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
TIGR00009	ribosomal protein L28
TIGR00402	ferredoxin-type protein NapF
TIGR00631	excinuclease ABC subunit B
TIGR00261	TraB family protein
TIGR02185	conserved hypothetical integral membrane protein TIGR02185
TIGR01389	ATP-dependent DNA helicase RecQ
TIGR02703	carboxysome peptide A
TIGR00505	GTP cyclohydrolase II
TIGR00510	lipoyl synthase
TIGR01175	type IV pilus assembly protein PilM
TIGR01730	efflux transporter, RND family, MFP subunit
TIGR02153	glutamyl-tRNA(Gln) amidotransferase, subunit D
TIGR02167	bacterial surface protein 26-residue repeat
TIGR01408	ubiquitin-activating enzyme E1
TIGR00813	transporter, solute:sodium symporter (SSS) family
TIGR01375	sarcosine oxidase, gamma subunit family
TIGR01438	thioredoxin and glutathione reductase
TIGR00462	lysyl-tRNA synthetase-like protein GenX
TIGR03428	permease, urea carboxylase system
TIGR03235	cysteine desulfurase DndA
TIGR00063	GTP cyclohydrolase I
TIGR00655	formyltetrahydrofolate deformylase
TIGR01115	photosynthetic reaction center M subunit
TIGR01672	HAD phosphatase, family IIIB
TIGR02440	fatty oxidation complex, alpha subunit FadJ
TIGR00444	MazG family protein
TIGR01989	Ubiquinone biosynthesis mono0xygenase COQ6
TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
TIGR01509	HAD hydrolase, family IA, variant 3
TIGR03683	alanyl-tRNA synthetase
TIGR01013	sodium-dependent inorganic phosphate (Pi) transporter
TIGR01179	UDP-glucose 4-epimerase
TIGR00166	ribosomal protein S6
TIGR00200	competence/damage-inducible protein CinA N-terminal domain
TIGR01194	cyclic peptide transporter
TIGR02704	carboxysome peptide B
TIGR02203	lipid A export permease/ATP-binding protein MsbA
TIGR03518	gliding motility-associated ABC transporter permease protein GldF
TIGR02451	anti-sigma factor, putative, ChrR family
TIGR02443	conserved hypothetical protein
TIGR02338	prefoldin, beta subunit
TIGR00122	biotin operon repressor
TIGR03498	flagellar protein export ATPase FliI
TIGR02315	phosphonate ABC transporter, ATP-binding protein
TIGR00739	preprotein translocase, YajC subunit
TIGR02777	DNA ligase D, 3'-phosphoesterase domain
TIGR01602	Plasmodium yoelii repeat of length 46
TIGR02073	penicillin-binding protein 1C
TIGR03711	accessory Sec system protein Asp3
TIGR01503	methylaspartate mutase, E subunit
TIGR03446	mycothiol conjugate amidase Mca
TIGR01148	tetrahydromethanopterin S-methyltransferase, subunit C
TIGR03492	conserved hypothetical protein
TIGR01470	siroheme synthase, N-terminal domain
TIGR02567	type III secretion system chaperone YscW
TIGR03081	methylmalonyl-CoA epimerase
TIGR02909	uncharacterized protein, YkwD family
TIGR02978	phage shock protein C
TIGR01407	putative DnaQ family exonuclease/DinG family helicase
TIGR02345	T-complex protein 1, eta subunit
TIGR03178	allantoinase
TIGR03263	guanylate kinase
TIGR00350	cell envelope-related function transcriptional attenuator common domain
TIGR00845	sodium/calcium exchanger 1
TIGR03191	benzoyl-CoA reductase, bzd-type, O subunit
TIGR03569	N-acetylneuraminate synthase
TIGR02241	conserved hypothetical phage tail region protein
TIGR02972	trimethylamine N-oxide reductase system, TorE protein
TIGR03175	ureidoglycolate dehydrogenase
TIGR01415	pyridoxal-phosphate dependent TrpB-like enzyme
TIGR01804	betaine aldehyde dehydrogenase
TIGR02112	cyd operon protein YbgE
TIGR03504	FimV C-terminal domain
TIGR03413	hydroxyacylglutathione hydrolase
TIGR03644	probable ammonium transporter, marine subtype
TIGR02825	leukotriene B4 12-hydroxydehydrogenase/15-oxo-prostaglandin 13-reductase
TIGR00477	tellurite resistance protein TehB
TIGR01831	putative 3-oxoacyl-(acyl-carrier-protein) reductase
TIGR02013	DNA-directed RNA polymerase, beta subunit
TIGR03612	pyrimidine utilization protein A
TIGR02882	cytochrome aa3 quinol oxidase, subunit I
TIGR01593	toxin secretion/phage lysis holin
TIGR02330	2-methylcitrate dehydratase
TIGR00417	spermidine synthase
TIGR03560	probable F420-dependent oxidoreductase, Rv1855c family
TIGR02971	ABC exporter membrane fusion protein, DevB family
TIGR01560	uncharacterized phage protein (possible DNA packaging)
TIGR01488	HAD phosphoserine phosphatase-like hydrolase, family IB
TIGR00029	ribosomal protein S20
TIGR01980	FeS assembly protein SufB
TIGR00587	apurinic endonuclease (APN1)
TIGR02312	2-oxo-hepta-3-ene-1,7-dioic acid hydratase
TIGR03675	arCOG00543 universal archaeal KH-domain/beta-lactamase-domain protein
TIGR02322	phosphonate metabolism protein/1,5-bisphosphokinase (PRPP-forming) PhnN
TIGR01783	TonB-dependent siderophore receptor
TIGR01745	aspartate-semialdehyde dehydrogenase
TIGR03213	2,3-dihydroxybiphenyl 1,2-dioxygenase
TIGR01424	glutathione-disulfide reductase
TIGR03430	tryptophan dimethylallyltransferase
TIGR00769	ADP/ATP carrier protein family
TIGR03080	methane monooxygenase/ammonia monooxygenase, subunit A
TIGR02795	tol-pal system protein YbgF
TIGR00834	anion exchange protein
TIGR02012	protein RecA
TIGR02290	oligoendopeptidase, pepF/M3 family
TIGR01708	general secretion pathway protein H
TIGR02118	conserved hypothetical protein
TIGR01905	doubled CXXCH domain
TIGR00092	GTP-binding protein YchF
TIGR03659	heme ABC transporter, heme-binding protein isdE
TIGR01068	thioredoxin
TIGR00438	ribosomal RNA large subunit methyltransferase J
TIGR01119	galactose-6-phosphate isomerase, LacB subunit
TIGR01778	TonB-dependent copper receptor
TIGR01369	carbamoyl-phosphate synthase, large subunit
TIGR02274	deoxycytidine triphosphate deaminase
TIGR01055	DNA topoisomerase IV, B subunit
TIGR03676	peptide chain release factor 1, archaeal and eukaryotic forms
TIGR02097	hemimethylated DNA binding domain
TIGR02555	type III secretion apparatus protein OrgA/MxiK
TIGR02858	stage III sporulation protein AA
TIGR00852	PTS system, maltose and glucose-specific subfamily, IIC component
TIGR03404	bicupin, oxalate decarboxylase family
TIGR01963	3-hydroxybutyrate dehydrogenase
TIGR01193	ABC-type bacteriocin transporter
TIGR01080	ribosomal protein L24
TIGR02974	psp operon transcriptional activator
TIGR02568	type III secretion regulator YopN/LcrE/InvE/MxiC
TIGR01086	L-fuculose phosphate aldolase
TIGR01947	electron transport complex, RnfABCDGE type, G subunit
TIGR03709	polyphosphate:nucleotide phosphotransferase, PPK2 family
TIGR02952	RNA polymerase sigma-70 factor, TIGR02952 family
TIGR01387	heavy metal response regulator
TIGR01145	ATP synthase F1, delta subunit
TIGR00341	conserved hypothetical protein TIGR00341
TIGR00598	DNA repair protein
TIGR02551	type III secretion apparatus protein, YscQ/HrcQ family
TIGR01353	putative dGTPase
TIGR03064	sortase, SrtB family
TIGR01292	thioredoxin-disulfide reductase
TIGR03668	PPOX class probable F420-dependent enzyme, Rv0121 family
TIGR01460	HAD hydrolase, family IIA
TIGR00665	replicative DNA helicase
TIGR02711	cation/acetate symporter ActP
TIGR03119	formylmethanofuran--tetrahydromethanopterin N-formyltransferase
TIGR01317	glutamate synthase, NADH/NADPH, small subunit
TIGR03760	integrating conjugative element relaxase, PFGI-1 class
TIGR00776	RhaT L-rhamnose-proton symporter family protein
TIGR01654	bacteriocin-associated integral membrane protein
TIGR01960	NAD(P)H dehydrogenase, subunit NdhF3 family
TIGR00633	exodeoxyribonuclease III (xth)
TIGR00491	translation initiation factor aIF-2
TIGR02217	conserved hypothetical protein TIGR02217
TIGR01698	purine nucleotide phosphorylase
TIGR00952	ribosomal protein S15
TIGR02641	gas vesicle protein GvpC repeat
TIGR00401	peptide-methionine (S)-S-oxide reductase
TIGR00929	type IV secretion/conjugal transfer ATPase, VirB4 family
TIGR02099	conserved hypothetical protein TIGR02099
TIGR02331	Rib/alpha/Esp surface antigen repeat
TIGR00144	beta-ribofuranosylaminobenzene 5'-phosphate synthase family
TIGR02916	putative PEP-CTERM system histidine kinase
TIGR02469	precorrin-6Y C5,15-methyltransferase (decarboxylating), CbiT subunit
TIGR02948	RNA polymerase sigma-W factor
TIGR03758	integrating conjugative element protein, PFL_4701 family
TIGR00957	multi drug resistance-associated protein (MRP)
TIGR01062	DNA topoisomerase IV, A subunit
TIGR01032	ribosomal protein L20
TIGR01826	conserved hypothetical protein
TIGR01750	beta-hydroxyacyl-(acyl-carrier-protein) dehydratase FabZ
TIGR01920	shikimate kinase
TIGR02033	dihydropyrimidinase
TIGR02341	T-complex protein 1, beta subunit
TIGR03239	2-dehydro-3-deoxyglucarate aldolase
TIGR00543	isochorismate synthase
TIGR00153	conserved hypothetical protein TIGR00153
TIGR01807	chorismate mutase
TIGR00318	putative adenylyl cyclase CyaB
TIGR03736	PRTRC system ThiF family protein
TIGR00863	cation transporter protein
TIGR00143	carbamoyltransferase HypF
TIGR01520	fructose-bisphosphate aldolase, class II
TIGR00086	SsrA-binding protein
TIGR02956	TMAO reductase sytem sensor TorS
TIGR02148	fibro-slime domain
TIGR02402	malto-oligosyltrehalose trehalohydrolase
TIGR03550	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase, CofG subunit
TIGR01158	putative translation initiation factor SUI1
TIGR02772	Ku protein
TIGR00316	CO dehydrogenase/CO-methylating acetyl-CoA synthase complex, beta subunit
TIGR03468	hopanoid-associated phosphorylase
TIGR02049	glutamate--cysteine ligase
TIGR01120	ribose 5-phosphate isomerase B
TIGR00304	conserved hypothetical protein TIGR00304
TIGR00891	MFS transporter, sialate:H+ symporter (SHS) family
TIGR02773	ATP-dependent nuclease subunit B
TIGR02237	DNA repair and recombination protein RadB
TIGR02643	thymidine phosphorylase
TIGR01950	redox-sensitive transcriptional activator SoxR
TIGR03499	flagellar biosynthesis protein FlhF
TIGR03863	ABC transporter, substrate binding protein, PQQ-dependent alcohol dehydrogenase system
TIGR02113	phosphopantothenoylcysteine decarboxylase
TIGR00999	Membrane Fusion Protein cluster 2 protein
TIGR00276	putative iron-sulfur cluster-binding protein
TIGR01189	heme ABC exporter, ATP-binding protein CcmA
TIGR02395	RNA polymerase sigma-54 factor
TIGR00956	Pleiotropic Drug Resistance (PDR) Family protein
TIGR03457	sulfoacetaldehyde acetyltransferase
TIGR01896	CRISPR-associated protein, Csa1 family
TIGR02215	phage conserved hypothetical protein, phiE125 gp8 family
TIGR03763	exosortase, cyanobacterial variant
TIGR03664	futalosine nucleosidase
TIGR01344	malate synthase A
TIGR02828	putative membrane fusion protein
TIGR01215	cell division topological specificity factor MinE
TIGR03322	alternate F1F0 ATPase, F0 subunit C
TIGR00718	L-serine dehydratase, iron-sulfur-dependent, alpha subunit
TIGR00242	protein MraZ
TIGR01416	ubiquinol-cytochrome c reductase, iron-sulfur subunit
TIGR01656	histidinol-phosphate phosphatase domain
TIGR03617	probable F420-dependent oxidoreductase, MSMEG_2256 family
TIGR01018	ribosomal protein S4
TIGR00503	peptide chain release factor 3
TIGR02222	export-related chaperone CsaA
TIGR00608	DNA repair protein RadC
TIGR00676	5,10-methylenetetrahydrofolate reductase
TIGR02279	3-hydroxyacyl-CoA dehydrogenase PaaC
TIGR02240	poly(3-hydroxyalkanoate) depolymerase
TIGR03359	type VI secretion protein, VC_A0110 family
TIGR02499	type III secretion apparatus protein, HrpE/YscL family
TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH
TIGR00449	tRNA-guanine transglycosylases, various specificities
TIGR01613	phage/plasmid primase, P4 family, C-terminal domain
TIGR00002	ribosomal protein S16
TIGR03791	tryptophan tryptophylquinone biosynthesis enzyme MauG
TIGR02707	butyrate kinase
TIGR01967	ATP-dependent helicase HrpA
TIGR01701	oxidoreductase alpha (molybdopterin) subunit
TIGR01099	UTP-glucose-1-phosphate uridylyltransferase
TIGR03350	type VI secretion system OmpA/MotB family protein
TIGR02525	plasmid transfer ATPase TraJ
TIGR00588	8-oxoguanine DNA-glycosylase (ogg)
TIGR00927	K+-dependent Na+/Ca+ exchanger
TIGR01458	HAD hydrolase TIGR01458
TIGR01996	PTS system, sucrose-specific IIBC component
TIGR02136	phosphate binding protein
TIGR02934	probable nitrogen fixation protein FixT
TIGR03672	50S ribosomal protein L4P
TIGR03497	flagellar protein export ATPase FliI
TIGR01760	phage tail tape measure protein, TP901 family, core region
TIGR03230	lipoprotein lipase
TIGR00296	uncharacterized protein, PH0010 family
TIGR00094	tRNA pseudouridine synthase, TruD family
TIGR02596	Verrucomicrobium spinosum paralogous family TIGR02596
TIGR00116	translation elongation factor Ts
TIGR03841	probable F420-dependent oxidoreductase, Rv3093c family
TIGR02561	type III secretion protein HrpB1/HrpK
TIGR00328	flagellar biosynthetic protein FlhB
TIGR00241	putative CoA-substrate-specific enzyme activase
TIGR00865	Apoptosis regulator
TIGR02103	alpha-1,6-glucosidases, pullulanase-type
TIGR02344	T-complex protein 1, gamma subunit
TIGR03469	hopene-associated glycosyltransferase HpnB
TIGR01887	putative dipeptidase
TIGR00787	TRAP transporter solute receptor, DctP family
TIGR01777	conserved hypothetical protein TIGR01777
TIGR02121	sodium/proline symporter
TIGR02168	chromosome segregation protein SMC
TIGR02634	D-xylose ABC transporter, D-xylose-binding protein
TIGR03098	acyl-CoA ligase (AMP-forming), exosortase system type 1 associated
TIGR03425	urea carboxylase-associated protein 2
TIGR01208	glucose-1-phosphate thymidylyltransferase
TIGR01235	pyruvate carboxylase
TIGR02621	CRISPR-associated helicase Cas3, Anaes-subtype
TIGR02547	CRISPR system CASCADE complex protein CasA
TIGR01140	threonine-phosphate decarboxylase
TIGR00612	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
TIGR02569	conserved hypothetical protein TIGR02569
TIGR03418	putative choline sulfate-utilization transcription factor
TIGR01181	dTDP-glucose 4,6-dehydratase
TIGR03593	membrane protein insertase, YidC/Oxa1 family, N-terminal domain
TIGR03243	arginine and ornithine succinyltransferase subunits
TIGR00882	oligosaccharide:H+ symporter
TIGR01558	putative phage terminase, small subunit, P27 family
TIGR01596	CRISPR-associated endonuclease Cas3-HD
TIGR02029	magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase
TIGR03320	M20/DapE family protein YgeY
TIGR03335	coenzyme F390 synthetase
TIGR01092	delta l-pyrroline-5-carboxylate synthetase
TIGR03406	probable FeS assembly SUF system protein SufT
TIGR00654	phenazine biosynthesis protein PhzF family
TIGR01322	sucrose-6-phosphate hydrolase
TIGR03450	inositol 1-phosphate synthase
TIGR00131	galactokinase
TIGR03111	putative glycosyltransferase TIGR03111
TIGR03078	methane monooxygenase/ammonia monooxygenase, subunit C
TIGR02441	fatty acid oxidation complex, alpha subunit, mitochondrial
TIGR00036	dihydrodipicolinate reductase
TIGR03365	7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
TIGR02048	putative glutamate--cysteine ligase
TIGR02508	type III secretion protein, YscG family
TIGR03101	hydrolase, ortholog 2, exosortase system type 1 associated
TIGR01430	adenosine deaminase
TIGR01756	lactate dehydrogenase
TIGR01689	capsule biosynthesis phosphatase
TIGR00099	Cof-like hydrolase
TIGR01885	ornithine--oxo-acid transaminase
TIGR02518	acetaldehyde dehydrogenase (acetylating)
TIGR00793	2-keto-3-deoxygluconate transporter
TIGR01932	HflC protein
TIGR00541	histidine decarboxylase, pyruvoyl type
TIGR01759	malate dehydrogenase
TIGR03315	putative selenate reductase, YgfK subunit
TIGR01884	CRISPR locus-related DNA-binding protein
TIGR03620	probable F420-dependent oxidoreductase, MSMEG_4141 family
TIGR01858	class II aldolase, tagatose bisphosphate family
TIGR01733	amino acid adenylation domain
TIGR02723	phenylphosphate carboxylase, alpha subunit
TIGR01187	polyamine ABC transporter, ATP-binding protein
TIGR01056	DNA topoisomerase III
TIGR01873	CRISPR-associated endoribonuclease Cas2
TIGR03535	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
TIGR01921	diaminopimelate dehydrogenase
TIGR02532	prepilin-type N-terminal cleavage/methylation domain
TIGR01812	succinate dehydrogenase or fumarate reductase, flavoprotein subunit
TIGR00921	efflux transporter, putative, hydrophobe/amphiphile efflux-3 (HAE3) family
TIGR03242	succinylglutamate desuccinylase
TIGR01185	ABC exporter transmembrane subunit, DevC protein
TIGR01301	sucrose/H+ symporter
TIGR00855	ribosomal protein L7/L12
TIGR00210	sodium/glutamate symporter
TIGR02349	chaperone protein DnaJ
TIGR03210	2-ketocyclohexanecarboxyl-CoA hydrolase
TIGR01283	nitrogenase MoFe cofactor biosynthesis protein NifE
TIGR02866	cytochrome c oxidase, subunit II
TIGR00781	cytochrome c oxidase, cbb3-type, subunit II
TIGR01541	phage tail tape measure protein, lambda family
TIGR00251	conserved hypothetical protein TIGR00251
TIGR03790	conserved hypothetical protein TIGR03790
TIGR03222	benzoyl-CoA-dihydrodiol lyase
TIGR01293	voltage-dependent potassium channel beta subunit
TIGR02252	HAD hydrolase, REG-2-like, family IA
TIGR03065	sortase B signal domain, QVPTGV class
TIGR00134	glutamyl-tRNA(Gln) amidotransferase, subunit E
TIGR03427	ABC transporter periplasmic binding protein, urea carboxylase region
TIGR00727	small oligopeptide transporter, OPT family
TIGR01543	phage prohead protease, HK97 family
TIGR03362	type VI secretion-associated protein, VC_A0119 family
TIGR02678	conserved hypothetical protein TIGR02678
TIGR02455	trehalose synthase
TIGR02149	glycogen synthase, Corynebacterium family
TIGR00337	CTP synthase
TIGR03220	2-oxopent-4-enoate hydratase
TIGR01913	phage recombination protein Bet
TIGR03399	RNA 3'-phosphate cyclase
TIGR01791	chorismate mutase
TIGR01489	2,3-diketo-5-methylthio-1-phosphopentane phosphatase
TIGR02423	protocatechuate 3,4-dioxygenase, alpha subunit
TIGR00192	urease, beta subunit
TIGR01041	ATP synthase archaeal, B subunit
TIGR02340	T-complex protein 1, alpha subunit
TIGR00695	mannonate dehydratase
TIGR03203	pimeloyl-CoA dehydrogenase, small subunit
TIGR00446	NOL1/NOP2/sun family putative RNA methylase
TIGR02709	branched-chain phosphotransacylase
TIGR01306	guanosine monophosphate reductase
TIGR02672	CRISPR-associated protein, Csm6 family
TIGR00799	Golgi 4-transmembrane spanning transporter
TIGR01238	delta-1-pyrroline-5-carboxylate dehydrogenase
TIGR03005	ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
TIGR00584	mismatch-specific thymine-DNA glycosylate (mug)
TIGR02457	trehalose synthase-fused probable maltokinase
TIGR00231	small GTP-binding protein domain
TIGR02546	type III secretion apparatus H+-transporting two-sector ATPase
TIGR01197	metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
TIGR01792	urease, alpha subunit
TIGR03122	formylmethanofuran dehydrogenase subunit C
TIGR01589	uncharacterized plant-specific domain TIGR01589
TIGR00473	CDP-diacylglycerol-serine O-phosphatidyltransferase
TIGR00603	DNA repair helicase rad25
TIGR02823	putative quinone oxidoreductase, YhdH/YhfP family
TIGR03090	small, acid-soluble spore protein tlp
TIGR01752	flavodoxin
TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
TIGR03303	outer membrane protein assembly complex, YaeT protein
TIGR03563	peroxiredoxin, SACOL1771 subfamily
TIGR01337	allophycocyanin, beta subunit
TIGR03824	flagellar biosynthesis anti-sigma factor FlgM
TIGR02046	succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family
TIGR02218	phage conserved hypothetical protein BR0599
TIGR00257	uncharacterized protein, YigZ family
TIGR02608	delta-60 repeat domain
TIGR00546	apolipoprotein N-acyltransferase
TIGR02742	type-F conjugative transfer system pilin assembly protein TrbC
TIGR00789	FlhB domain protein
TIGR01481	catabolite control protein A
TIGR00268	conserved hypothetical protein TIGR00268
TIGR02854	sigma-E processing peptidase SpoIIGA
TIGR03184	DNA sulfur modification protein DndE
TIGR02176	pyruvate:ferredoxin (flavodoxin) oxidoreductase
TIGR01505	2-hydroxy-3-oxopropionate reductase
TIGR03726	putative cross-wall-targeting lipoprotein signal
TIGR03202	xanthine dehydrogenase accessory protein pucB
TIGR03154	cytochrome b558/566, subunit A
TIGR03138	queuine synthase
TIGR01098	phosphate/phosphite/phosphonate ABC transporters, periplasmic binding protein
TIGR03251	L-lysine 6-transaminase
TIGR01958	NADH-quinone oxidoreductase, E subunit
TIGR00406	ribosomal protein L11 methyltransferase
TIGR03674	flap structure-specific endonuclease
TIGR03130	malonate decarboxylase acyl carrier protein
TIGR03155	cytochrome b558/566, subunit B
TIGR01513	putative nicotinate phosphoribosyltransferase
