PFAM_ACC	PFAM_Name	PFAM_desc
pfam14504	CAP_assoc_N	CAP-associated N-terminal
pfam03230	Antirestrict	Antirestriction protein
pfam11536	DUF3226	Protein of unknown function (DUF3226)
pfam09802	Sec66	Preprotein translocase subunit Sec66
pfam00634	BRCA2	BRCA2 repeat
pfam12367	PFO_beta_C	Pyruvate ferredoxin oxidoreductase beta subunit C terminal
pfam15889	DUF4738	Domain of unknown function (DUF4738)
pfam12220	U1snRNP70_N	U1 small nuclear ribonucleoprotein of 70kDa MW N terminal
pfam01448	ELM2	ELM2 domain
pfam15943	YdaS_antitoxin	Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT
pfam03488	Ins_beta	Nematode insulin-related peptide beta type
pfam11609	DUF3248	Protein of unknown function (DUF3248)
pfam14231	GXWXG	GXWXG protein
pfam14232	DUF4334	Domain of unknown function (DUF4334)
pfam12150	MFP2b	Cytosolic motility protein
pfam11630	DUF3254	Protein of unknown function (DUF3254)
pfam04140	ICMT	Isoprenylcysteine carboxyl methyltransferase (ICMT) family
pfam16254	DUF4910	Domain of unknown function (DUF4910)
pfam09940	DUF2172	Domain of unknown function (DUF2172)
pfam16221	HTH_47	winged helix-turn-helix
pfam14157	YmzC	YmzC-like protein
pfam11553	DUF3231	Protein of unknown function (DUF3231)
pfam09207	Yeast-kill-tox	Yeast killer toxin
pfam04356	DUF489	Protein of unknown function (DUF489)
pfam12688	TPR_5	Tetratrico peptide repeat
pfam12199	efb-c	Extracellular fibrinogen binding protein C terminal
pfam16392	DUF5001	Domain of unknown function
pfam06088	TLP-20	Nucleopolyhedrovirus telokin-like protein-20 (TLP20)
pfam06757	Ins_allergen_rp	Insect allergen related repeat, nitrile-specifier detoxification
pfam07166	DUF1398	Protein of unknown function (DUF1398)
pfam09247	TBP-binding	TATA box-binding protein binding
pfam05826	Phospholip_A2_2	Phospholipase A2
pfam14000	Packaging_FI	DNA packaging protein FI
pfam09466	Yqai	Hypothetical protein Yqai
pfam08804	gp32	gp32 DNA binding protein like
pfam12163	HobA	DNA replication regulator
pfam15040	Humanin	Humanin family
pfam11482	DUF3208	Protein of unknown function (DUF3208)
pfam03628	PapG_C	PapG chaperone-binding domain
pfam05480	Staph_haemo	Staphylococcus haemolytic protein
pfam06060	Mesothelin	Pre-pro-megakaryocyte potentiating factor precursor (Mesothelin)
pfam03023	MVIN	MviN-like protein
pfam16440	DUF5037	Domain of unknown function (DUF5037)
pfam10220	Smg8_Smg9	Smg8_Smg9
pfam06185	YecM	YecM protein
pfam07364	DUF1485	Metallopeptidase family M81
pfam07171	MlrC_C	MlrC C-terminus
pfam08975	2H-phosphodiest	Domain of unknown function (DUF1868)
pfam04026	SpoVG	SpoVG
pfam09189	DUF1952	Domain of unknown function (DUF1952)
pfam09651	Cas_APE2256	CRISPR-associated protein (Cas_APE2256)
pfam06644	ATP11	ATP11 protein
pfam04208	MtrA	Tetrahydromethanopterin S-methyltransferase, subunit A
pfam02293	AmiS_UreI	AmiS/UreI family transporter
pfam04905	NCD2	NAB conserved region 2 (NCD2)
pfam08854	DUF1824	Domain of unknown function (DUF1824)
pfam01252	Peptidase_A8	Signal peptidase (SPase) II
pfam06326	Vesiculo_matrix	Vesiculovirus matrix protein
pfam07988	LMSTEN	LMSTEN motif
pfam15384	PAXX	PAXX, PAralog of XRCC4 and XLF, also called C9orf142
pfam09001	DUF1890	Domain of unknown function (DUF1890)
pfam04677	CwfJ_C_1	Protein similar to CwfJ C-terminus 1
pfam04676	CwfJ_C_2	Protein similar to CwfJ C-terminus 2
pfam12192	CBP	Fungal calcium binding protein
pfam09023	Staphostatin_B	Staphostatin B
pfam09306	Phage-scaffold	Bacteriophage, scaffolding protein
pfam09687	PRESAN	Plasmodium RESA N-terminal
pfam16133	DUF4844	Domain of unknown function (DUF4844)
pfam03287	Pox_C7_F8A	Poxvirus C7/F8A protein
pfam04248	NTP_transf_9	Domain of unknown function (DUF427)
pfam04229	GrpB	GrpB protein
pfam16830	NBD94	Nucleotide-Binding Domain 94 of RH
pfam04309	G3P_antiterm	Glycerol-3-phosphate responsive antiterminator
pfam10224	DUF2205	Predicted coiled-coil protein (DUF2205)
pfam16997	Wap1	Wap1 domain
pfam08236	SRI	SRI (Set2 Rpb1 interacting) domain
pfam12988	DUF3872	Domain of unknown function, B. Theta Gene description (DUF3872)
pfam08000	bPH_1	Bacterial PH domain
pfam09453	HIRA_B	HIRA B motif
pfam00395	SLH	S-layer homology domain
pfam07073	ROF	Modulator of Rho-dependent transcription termination (ROF)
pfam06110	DUF953	Eukaryotic protein of unknown function (DUF953)
pfam12135	Sialidase_penC	Sialidase enzyme penultimate C terminal domain
pfam04882	Peroxin-3	Peroxin-3
pfam05253	zf-U11-48K	U11-48K-like CHHC zinc finger
pfam17183	Blt1_C	Get5 carboxyl domain
pfam08053	Tna_leader	Tryptophanase operon leader peptide
pfam05772	NinB	NinB protein
pfam04315	EpmC	Elongation factor P hydroxylase
pfam09192	Act-Frag_cataly	Actin-fragmin kinase, catalytic
pfam09045	L27_2	L27_2
pfam09060	L27_N	L27_N
pfam08732	HIM1	HIM1
pfam16669	TTC5_OB	Tetratricopeptide repeat protein 5 OB fold domain
pfam08977	BOFC_N	Bypass of Forespore C, N terminal
pfam08955	BofC_C	BofC C-terminal domain
pfam06048	DUF927	Domain of unknown function (DUF927)
pfam12041	DELLA	Transcriptional regulator DELLA protein N terminal
pfam12549	TOH_N	Tyrosine hydroxylase N terminal
pfam14583	Pectate_lyase22	Oligogalacturonate lyase
pfam13570	PQQ_3	PQQ-like domain
pfam13972	TetR	Bacterial transcriptional repressor
pfam16140	DUF4848	Domain of unknown function (DUF4848)
pfam04823	Herpes_UL49_2	Herpesvirus UL49 tegument protein
pfam09400	DUF2002	Protein of unknown function (DUF2002)
pfam06613	KorB_C	KorB C-terminal beta-barrel domain
pfam16282	SANT_DAMP1_like	SANT/Myb-like domain of DAMP1
pfam08256	Antimicrobial20	Aurein-like antibiotic peptide
pfam08940	DUF1918	Domain of unknown function (DUF1918)
pfam11839	Alanine_zipper	Alanine-zipper, major outer membrane lipoprotein
pfam10133	RNA_bind_2	Predicted RNA-binding protein
pfam12692	Methyltransf_17	S-adenosyl-L-methionine methyltransferase
pfam16469	NPA	Nematode polyprotein allergen ABA-1
pfam02865	STAT_int	STAT protein, protein interaction domain
pfam14803	Nudix_N_2	Nudix N-terminal
pfam12183	NotI	Restriction endonuclease NotI
pfam15513	DUF4651	Domain of unknown function (DUF4651)
pfam08938	HBS1_N	HBS1 N-terminus
pfam11519	DUF3222	Protein of unknown function (DUF3222)
pfam10018	Med4	Vitamin-D-receptor interacting Mediator subunit 4
pfam07544	Med9	RNA polymerase II transcription mediator complex subunit 9
pfam07701	HNOBA	Heme NO binding associated
pfam13521	AAA_28	AAA domain
pfam14415	DUF4424	Domain of unknown function (DUF4424)
pfam13308	YARHG	YARHG domain
pfam07071	KDGP_aldolase	KDGP aldolase
pfam14589	NrfD_2	Polysulfide reductase
pfam07892	DUF1667	Protein of unknown function (DUF1667)
pfam16803	DRE2_N	Fe-S cluster assembly protein DRE2 N-terminus
pfam16797	Fungal_KA1	Fungal kinase associated-1 domain
pfam09205	DUF1955	Domain of unknown function (DUF1955)
pfam09996	DUF2237	Uncharacterized protein conserved in bacteria (DUF2237)
pfam11491	DUF3213	Protein of unknown function (DUF3213)
pfam09445	Methyltransf_15	RNA cap guanine-N2 methyltransferase
pfam11514	DUF3219	Protein of unknown function (DUF3219)
pfam08094	Toxin_24	Conotoxin TVIIA/GS family
pfam10565	NMDAR2_C	N-methyl D-aspartate receptor 2B3 C-terminus
pfam02589	LUD_dom	LUD domain
pfam09108	Xol-1_N	Switch protein XOL-1, N-terminal
pfam09109	Xol-1_GHMP-like	Switch protein XOL-1, GHMP-like
pfam04116	FA_hydroxylase	Fatty acid hydroxylase superfamily
pfam10671	TcpQ	Toxin co-regulated pilus biosynthesis protein Q
pfam13735	tRNA_NucTran2_2	tRNA nucleotidyltransferase domain 2 putative
pfam15516	BpuSI_N	BpuSI N-terminal domain
pfam02703	Adeno_E1A	Early E1A protein
pfam13022	HTH_Tnp_1_2	Helix-turn-helix of insertion element transposase
pfam06156	YabB	Initiation control protein YabA
pfam16991	SIR4_SID	Sir4 SID domain
pfam09479	Flg_new	Listeria-Bacteroides repeat domain (List_Bact_rpt)
pfam12916	DUF3834	Protein of unknown function (DUF3834)
pfam06907	Latexin	Latexin
pfam03872	RseA_N	Anti sigma-E protein RseA, N-terminal domain
pfam06931	Adeno_E4_ORF3	Mastadenovirus E4 ORF3 protein
pfam03999	MAP65_ASE1	Microtubule associated protein (MAP65/ASE1 family)
pfam16761	Clr2_transil	Transcription-silencing protein, cryptic loci regulator Clr2
pfam10383	Clr2	Transcription-silencing protein Clr2
pfam17115	Toast_rack_N	N-terminal domain of toast_rack, DUF2154
pfam09922	DUF2154	Cell wall-active antibiotics response 4TMS YvqF
pfam06267	DUF1028	Family of unknown function (DUF1028)
pfam05299	Peptidase_M61	M61 glycyl aminopeptidase
pfam01348	Intron_maturas2	Type II intron maturase
pfam01954	DUF104	Protein of unknown function DUF104
pfam10938	YfdX	YfdX protein
pfam04050	Upf2	Up-frameshift suppressor 2
pfam07057	TraI	DNA helicase TraI
pfam09203	MspA	MspA
pfam11884	DUF3404	Domain of unknown function (DUF3404)
pfam04488	Gly_transf_sug	Glycosyltransferase sugar-binding region containing DXD motif
pfam02108	FliH	Flagellar assembly protein FliH
pfam05412	Peptidase_C33	Equine arterivirus Nsp2-type cysteine proteinase
pfam14755	ER-remodelling	Intracellular membrane remodeller
pfam07359	LEAP-2	Liver-expressed antimicrobial peptide 2 precursor (LEAP-2)
pfam09378	HAS-barrel	HAS barrel domain
pfam05872	DUF853	Bacterial protein of unknown function (DUF853)
pfam13358	DDE_3	DDE superfamily endonuclease
pfam11470	TUG-UBL1	TUG ubiquitin-like domain
pfam02925	gpD	Bacteriophage scaffolding protein D
pfam02304	Phage_B	Scaffold protein B
pfam14085	DUF4265	Domain of unknown function (DUF4265)
pfam04809	HupH_C	HupH hydrogenase expression protein, C-terminal conserved region
pfam16968	TadZ_N	Pilus assembly protein TadZ N-terminal
pfam12685	SpoIIIAH	SpoIIIAH-like protein
pfam16563	P66_CC	Coiled-coil and interaction region of P66A and P66B with MBD2
pfam14048	MBD_C	C-terminal domain of methyl-CpG binding protein 2 and 3
pfam11406	Tachystatin_A	Antimicrobial peptide tachystatin A
pfam10450	POC1	POC1 chaperone
pfam12602	FinO_N	Fertility inhibition protein N terminal
pfam07443	HARP	HepA-related protein (HARP)
pfam12747	DdrB	DdrB-like protein
pfam16806	ExsD	Antiactivator protein ExsD
pfam12203	HDAC4_Gln	Glutamine rich N terminal domain of histone deacetylase 4
pfam12236	Head-tail_con	Bacteriophage head to tail connecting protein
pfam15127	SmAKAP	Small membrane A-kinase anchor protein
pfam04364	DNA_pol3_chi	DNA polymerase III chi subunit, HolC
pfam03603	DNA_III_psi	DNA polymerase III psi subunit
pfam09830	ATP_transf	ATP adenylyltransferase
pfam06597	Clostridium_P47	Clostridium P-47 protein
pfam04230	PS_pyruv_trans	Polysaccharide pyruvyl transferase
pfam01003	Flavi_capsid	Flavivirus capsid protein C
pfam15517	TBPIP_N	TBP-interacting protein N-terminus
pfam10980	DUF2787	Protein of unknown function (DUF2787)
pfam08253	Leader_Erm	Erm Leader peptide
pfam06553	BNIP3	BNIP3
pfam04721	PAW	PNGase C-terminal domain, mannose-binding module PAW
pfam16733	NRho	Rhomboid N-terminal domain
pfam04399	Glutaredoxin2_C	Glutaredoxin 2, C terminal domain
pfam11414	Suppressor_APC	Adenomatous polyposis coli tumour suppressor protein
pfam12515	CaATP_NAI	Ca2+-ATPase N terminal autoinhibitory domain
pfam09748	Med10	Transcription factor subunit Med10 of Mediator complex
pfam08633	Rox3	Rox3 mediator complex subunit
pfam12317	IFT46_B_C	Intraflagellar transport complex B protein 46 C terminal
pfam02114	Phosducin	Phosducin
pfam16688	CNV-Replicase_N	Replicase polyprotein N-term from Coronavirus nsp1
pfam03164	Mon1	Trafficking protein Mon1
pfam08217	DUF1712	Fungal domain of unknown function (DUF1712)
pfam10740	DUF2529	Domain of unknown function (DUF2529)
pfam15518	L_protein_N	L protein N-terminus
pfam04196	Bunya_RdRp	Bunyavirus RNA dependent RNA polymerase
pfam11979	DUF3480	Domain of unknown function (DUF3480)
pfam03036	Perilipin	Perilipin family
pfam10423	AMNp_N	Bacterial AMP nucleoside phosphorylase N-terminus
pfam09907	HigB_toxin	HigB_toxin, RelE-like toxic component of a toxin-antitoxin system
pfam05925	IpgD	Enterobacterial virulence protein IpgD
pfam14595	Thioredoxin_9	Thioredoxin
pfam12095	CRR7	Protein CHLORORESPIRATORY REDUCTION 7
pfam03507	CagA	CagA exotoxin
pfam08849	DUF1819	Putative inner membrane protein (DUF1819)
pfam05603	DUF775	Protein of unknown function (DUF775)
pfam12910	PHD_like	Antitoxin of toxin-antitoxin, RelE / RelB, TA system
pfam12560	RAG1_imp_bd	RAG1 importin binding
pfam10426	zf-RAG1	Recombination-activating protein 1 zinc-finger domain
pfam13044	Fusion_F0	Fusion glycoprotein F0, Isavirus
pfam11590	DNAPolymera_Pol	DNA polymerase catalytic subunit Pol
pfam11639	HapK	REDY-like protein HapK
pfam08438	MMR_HSR1_C	GTPase of unknown function C-terminal
pfam03887	YfbU	YfbU domain
pfam07486	Hydrolase_2	Cell Wall Hydrolase
pfam02163	Peptidase_M50	Peptidase family M50
pfam03351	DOMON	DOMON domain
pfam12580	TPPII	Tripeptidyl peptidase II
pfam12583	TPPII_N	Tripeptidyl peptidase II N terminal
pfam13281	DUF4071	Domain of unknown function (DUF4071)
pfam03693	ParD_antitoxin	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH
pfam06014	DUF910	Bacterial protein of unknown function (DUF910)
pfam11518	DUF3221	Protein of unknown function (DUF3221)
pfam08995	NIP_1	Necrosis inducing protein-1
pfam08831	MHCassoc_trimer	Class II MHC-associated invariant chain trimerisation domain
pfam12524	GlyL_C	dsDNA virus glycoprotein L C terminal
pfam08979	DUF1894	Domain of unknown function (DUF1894)
pfam08971	GlgS	Glycogen synthesis protein
pfam16470	S8_pro-domain	Peptidase S8 pro-domain
pfam10240	DUF2464	Multivesicular body subunit 12
pfam13837	Myb_DNA-bind_4	Myb/SANT-like DNA-binding domain
pfam07519	Tannase	Tannase and feruloyl esterase
pfam04299	FMN_bind_2	Putative FMN-binding domain
pfam13575	DUF4135	Domain of unknown function (DUF4135)
pfam04456	DUF503	Protein of unknown function (DUF503)
pfam05963	Cytomega_US3	Cytomegalovirus US3 protein
pfam11734	TilS_C	TilS substrate C-terminal domain
pfam00739	X	Trans-activation protein X
pfam07948	Nairovirus_M	Nairovirus M polyprotein-like
pfam14346	DUF4398	Domain of unknown function (DUF4398)
pfam16644	NEXCaM_BD	Regulatory region of Na+/H+ exchanger NHE binds to calmodulin
pfam05924	SAMP	SAMP Motif
pfam05148	Methyltransf_8	Hypothetical methyltransferase
pfam02636	Methyltransf_28	Putative S-adenosyl-L-methionine-dependent methyltransferase
pfam16365	EutK_C	Ethanolamine utilization protein EutK C-terminus
pfam07237	DUF1428	Protein of unknown function (DUF1428)
pfam12969	DUF3857	Domain of Unknown Function with PDB structure (DUF3857)
pfam12970	DUF3858	Domain of Unknown Function with PDB structure (DUF3858)
pfam02591	zf-RING_7	C4-type zinc ribbon domain
pfam12126	DUF3583	Protein of unknown function (DUF3583)
pfam02282	Herpes_UL42	DNA polymerase processivity factor (UL42)
pfam05685	Uma2	Putative restriction endonuclease
pfam15663	zf-CCCH_3	Zinc-finger containing family
pfam08926	DUF1908	Domain of unknown function (DUF1908)
pfam11478	Tachystatin_B	Antimicrobial chitin binding protein tachystatin B
pfam16775	ZoocinA_TRD	Target recognition domain of lytic exoenzyme
pfam09904	HTH_43	Winged helix-turn helix
pfam03457	HA	Helicase associated domain
pfam09361	Phasin_2	Phasin protein
pfam16699	CSTF1_dimer	Cleavage stimulation factor subunit 1, dimerisation domain
pfam02370	M	M protein repeat
pfam06467	zf-FCS	MYM-type Zinc finger with FCS sequence motif
pfam05408	Peptidase_C28	Foot-and-mouth virus L-proteinase
pfam14557	AphA_like	Putative AphA-like transcriptional regulator
pfam07435	YycH	YycH protein
pfam11680	DUF3276	Protein of unknown function (DUF3276)
pfam16549	T2SSS_2	Type II secretion system (T2SS) pilotin, S protein
pfam11486	DUF3212	Protein of unknown function (DUF3212)
pfam17118	DUF5105	Domain of unknown function (DUF5105)
pfam09065	Haemadin	Haemadin
pfam10035	DUF2179	Uncharacterized protein conserved in bacteria (DUF2179)
pfam16815	HRI1	Protein HRI1
pfam13786	DUF4179	Domain of unknown function (DUF4179)
pfam00093	VWC	von Willebrand factor type C domain
pfam01875	Memo	Memo-like protein
pfam11504	Colicin_Ia	Colicin Ia
pfam08682	DUF1780	Putative endonuclease, protein of unknown function (DUF1780)
pfam09026	CENP-B_dimeris	Centromere protein B dimerisation domain
pfam02465	FliD_N	Flagellar hook-associated protein 2 N-terminus
pfam16745	RsgA_N	RsgA N-terminal domain
pfam14040	DNase_NucA_NucB	Deoxyribonuclease NucA/NucB
pfam08538	DUF1749	Protein of unknown function (DUF1749)
pfam09449	DUF2020	Domain of unknown function (DUF2020)
pfam11624	M157	MHC class I-like protein M157
pfam12196	hNIFK_binding	FHA Ki67 binding domain of hNIFK
pfam14481	Fimbrial_PilY2	Type 4 fimbrial biogenesis protein PilY2
pfam16215	DUF4876	Protein of unknown function (DUF4876)
pfam14587	Glyco_hydr_30_2	O-Glycosyl hydrolase family 30
pfam04604	L_biotic_typeA	Type-A lantibiotic
pfam14499	DUF4437	Domain of unknown function (DUF4437)
pfam02577	DNase-RNase	Bifunctional nuclease
pfam08790	zf-LYAR	LYAR-type C2HC zinc finger
pfam16813	Cas_St_Csn2	CRISPR-associated protein Csn2 subfamily St
pfam11586	DUF3242	Protein of unknown function (DUF3242)
pfam09641	DUF2026	Protein of unknown function (DUF2026)
pfam17123	zf-RING_11	RING-like zinc finger
pfam16446	DUF5043	Domain of unknown function (DUF5043)
pfam11783	Cytochrome_cB	Cytochrome c bacterial
pfam09130	DUF1932	Domain of unknown function (DUF1932)
pfam12243	CTK3	CTD kinase subunit gamma CTK3
pfam02063	MARCKS	MARCKS family
pfam13841	Defensin_beta_2	Beta defensin
pfam01542	HCV_core	Hepatitis C virus core protein
pfam07275	ArdA	Antirestriction protein (ArdA)
pfam17190	RecG_N	RecG N-terminal helical domain
pfam17191	RecG_wedge	RecG wedge domain
pfam06657	Cep57_MT_bd	Centrosome microtubule-binding domain of Cep57
pfam10448	POC3_POC4	20S proteasome chaperone assembly proteins 3 and 4
pfam17486	Cys_Knot_tox	Cystine knot toxins
pfam02058	Guanylin	Guanylin precursor
pfam14973	TINF2_N	TERF1-interacting nuclear factor 2 N-terminus
pfam08904	DUF1849	Domain of unknown function (DUF1849)
pfam16728	DUF5066	Domain of unknown function (DUF5066)
pfam01457	Peptidase_M8	Leishmanolysin
pfam15191	Synaptonemal_3	Synaptonemal complex central element protein 3
pfam15525	DUF4652	Domain of unknown function (DUF4652)
pfam16456	YmgD	YmgD protein
pfam08843	AbiEii	Nucleotidyl transferase AbiEii toxin, Type IV TA system
pfam11818	DUF3340	C-terminal domain of tail specific protease (DUF3340)
pfam03468	XS	XS domain
pfam09391	DUF2000	Protein of unknown function (DUF2000)
pfam03539	Spuma_A9PTase	Spumavirus aspartic protease (A9)
pfam05946	TcpA	Toxin-coregulated pilus subunit TcpA
pfam01499	Herpes_UL25	Herpesvirus UL25 family
pfam12961	DUF3850	Domain of Unknown Function with PDB structure (DUF3850)
pfam09015	NgoMIV_restric	NgoMIV restriction enzyme
pfam05460	ORC6	Origin recognition complex subunit 6 (ORC6)
pfam03589	Antiterm	Antitermination protein
pfam08098	ATX_III	Anemonia sulcata toxin III family
pfam12981	DUF3865	Domain of Unknown Function with PDB structure (DUF3865)
pfam16031	TonB_N	TonB N-terminal region
pfam14794	DUF4479	Domain of unknown function (DUF4479)
pfam12114	Period_C	Period protein 2/3C-terminal region
pfam04038	DHNA	Dihydroneopterin aldolase
pfam16844	DIMCO_N	Dinitrogenase iron-molybdenum cofactor, N-terminal
pfam16159	FOXP-CC	FOXP coiled-coil domain
pfam15624	Mif2_N	Kinetochore CENP-C fungal homologue, Mif2, N-terminal
pfam15283	DUF4595	Domain of unknown function (DUF4595) with porin-like fold
pfam13588	HSDR_N_2	Type I restriction enzyme R protein N terminus (HSDR_N)
pfam03646	FlaG	FlaG protein
pfam07252	DUF1433	Protein of unknown function (DUF1433)
pfam00813	FliP	FliP family
pfam12690	BsuPI	Intracellular proteinase inhibitor
pfam09178	DUF1945	Domain of unknown function (DUF1945)
pfam09044	Kp4	Kp4
pfam16878	SIX1_SD	Transcriptional regulator, SIX1, N-terminal SD domain
pfam06839	zf-GRF	GRF zinc finger
pfam00647	EF1G	Elongation factor 1 gamma, conserved domain
pfam17622	UL16	Viral unique long protein 16
pfam13825	Paramyxo_PNT	Paramyxovirus structural protein V/P N-terminus
pfam01296	Galanin	Galanin
pfam08064	UME	UME (NUC010) domain
pfam17128	DUF5107	Domain of unknown function (DUF5107)
pfam15028	PTCRA	Pre-T-cell antigen receptor
pfam04806	EspF	EspF protein repeat
pfam04919	DUF655	Protein of unknown function (DUF655)
pfam00601	Flu_NS2	Influenza non-structural protein (NS2)
pfam01989	DUF126	Protein of unknown function DUF126
pfam08916	Phe_ZIP	Phenylalanine zipper
pfam13509	S1_2	S1 domain
pfam08598	Sds3	Sds3-like
pfam07808	RED_N	RED-like protein N-terminal region
pfam08462	Carmo_coat_C	Carmovirus coat protein
pfam11022	DUF2611	Protein of unknown function (DUF2611)
pfam05933	Fun_ATP-synt_8	Fungal ATP synthase protein 8 (A6L)
pfam10791	F1F0-ATPsyn_F	Mitochondrial F1-F0 ATP synthase subunit F of fungi
pfam04911	ATP-synt_J	ATP synthase j chain
pfam15421	Polysacc_deac_3	Putative polysaccharide deacetylase
pfam10193	Telomere_reg-2	Telomere length regulation protein
pfam16893	fn3_2	Fibronectin type III domain
pfam08138	Sex_peptide	Sex peptide (SP) family
pfam16923	Glyco_hydro_63N	Glycosyl hydrolase family 63 N-terminal domain
pfam03200	Glyco_hydro_63	Glycosyl hydrolase family 63 C-terminal domain
pfam00446	GnRH	Gonadotropin-releasing hormone
pfam16725	Nucleolin_bd	Nucleolin binding domain
pfam12211	LMWSLP_N	Low molecular weight S layer protein N terminal
pfam11544	Spc42p	Spindle pole body component Spc42p
pfam04419	4F5	4F5 protein family
pfam12907	zf-met2	Zinc-binding
pfam02283	CobU	Cobinamide kinase / cobinamide phosphate guanyltransferase
pfam12149	HSV_VP16_C	Herpes simplex virus virion protein 16 C terminal
pfam13468	Glyoxalase_3	Glyoxalase-like domain
pfam05197	TRIC	TRIC channel
pfam13230	GATase_4	Glutamine amidotransferases class-II
pfam09148	DUF1934	Domain of unknown function (DUF1934)
pfam12513	SUV3_C	Mitochondrial degradasome RNA helicase subunit C terminal
pfam06249	EutQ	Ethanolamine utilisation protein EutQ
pfam09402	MSC	Man1-Src1p-C-terminal domain
pfam08766	DEK_C	DEK C terminal domain
pfam09209	DUF1956	Domain of unknown function (DUF1956)
pfam16548	FlgT_N	Flagellar assembly protein T, N-terminal domain
pfam16539	FlgT_M	Flagellar assembly protein T, middle domain
pfam16538	FlgT_C	Flagellar assembly protein T, C-terminal domain
pfam14862	Defensin_big	Big defensin
pfam09867	DUF2094	Uncharacterized protein conserved in bacteria (DUF2094)
pfam02120	Flg_hook	Flagellar hook-length control protein FliK
pfam16229	DUF4888	Domain of unknown function (DUF4888)
pfam12177	Proho_convert	Prohormone convertase enzyme
pfam12864	DUF3822	Protein of unknown function (DUF3822)
pfam16828	GAGBD	GAG-binding domain on surface antigen
pfam06044	DpnI	Dam-replacing family
pfam12818	Tegument_dsDNA	dsDNA viral tegument protein
pfam10512	Borealin	Cell division cycle-associated protein 8
pfam08673	RsbU_N	Phosphoserine phosphatase RsbU, N-terminal domain
pfam13964	Kelch_6	Kelch motif
pfam02173	pKID	pKID domain
pfam05402	PqqD	Coenzyme PQQ synthesis protein D (PqqD)
pfam06776	IalB	Invasion associated locus B (IalB) protein
pfam16508	NIBRIN_BRCT_II	Second BRCT domain on Nijmegen syndrome breakage protein
pfam12116	SpoIIID	Stage III sporulation protein D
pfam10729	CedA	Cell division activator CedA
pfam02128	Peptidase_M36	Fungalysin metallopeptidase (M36)
pfam07504	FTP	Fungalysin/Thermolysin Propeptide Motif
pfam17218	CBX7_C	CBX family C-terminal motif
pfam07915	PRKCSH	Glucosidase II beta subunit-like protein
pfam08023	Antimicrobial_2	Frog antimicrobial peptide
pfam16840	ACTL7A_N	Actin-like protein 7A N-terminus
pfam16772	TERF2_RBM	Telomeric repeat-binding factor 2 Rap1-binding motif
pfam11424	DUF3195	Protein of unknown function (DUF3195)
pfam10178	PAC3	Proteasome assembly chaperone 3
pfam13556	HTH_30	PucR C-terminal helix-turn-helix domain
pfam07826	IMP_cyclohyd	IMP cyclohydrolase-like protein
pfam13908	Shisa	Wnt and FGF inhibitory regulator
pfam05689	DUF823	Salmonella repeat of unknown function (DUF823)
pfam12683	DUF3798	Protein of unknown function (DUF3798)
pfam02453	Reticulon	Reticulon
pfam14603	hSH3	Helically-extended SH3 domain
pfam02228	Gag_p19	Major core protein p19
pfam08963	DUF1878	Protein of unknown function (DUF1878)
pfam06041	DUF924	Bacterial protein of unknown function (DUF924)
pfam09046	AvrPtoB-E3_ubiq	AvrPtoB E3 ubiquitin ligase
pfam07315	DUF1462	Protein of unknown function (DUF1462)
pfam16585	Lipocalin_8	Lipocalin-like domain
pfam01983	CofC	Guanylyl transferase CofC like
pfam14562	Endonuc_BglI	Restriction endonuclease BglI
pfam05002	SGS	SGS domain
pfam17217	UPA	UPA domain
pfam05423	Mycobact_memb	Mycobacterium membrane protein
pfam14254	DUF4348	Domain of unknown function (DUF4348)
pfam05699	Dimer_Tnp_hAT	hAT family C-terminal dimerisation region
pfam05960	DUF885	Bacterial protein of unknown function (DUF885)
pfam16793	RepB_primase	RepB DNA-primase from phage plasmid
pfam14171	SpoIISA_toxin	Toxin SpoIISA, type II toxin-antitoxin system
pfam14185	SpoIISB_antitox	Antitoxin SpoIISB, type II toxin-antitoxin system
pfam04405	ScdA_N	Domain of Unknown function (DUF542)
pfam01352	KRAB	KRAB box
pfam05566	Pox_vIL-18BP	Orthopoxvirus interleukin 18 binding protein
pfam06483	ChiC	Chitinase C
pfam03983	SHD1	SLA1 homology domain 1, SHD1
pfam11191	DUF2782	Protein of unknown function (DUF2782)
pfam05211	NLBH	Neuraminyllactose-binding hemagglutinin precursor (NLBH)
pfam08939	DUF1917	Domain of unknown function (DUF1917)
pfam03985	Paf1	Paf1
pfam04004	Leo1	Leo1-like protein
pfam05694	SBP56	56kDa selenium binding protein (SBP56)
pfam09025	T3SS_needle_reg	YopR, type III needle-polymerisation regulator
pfam04825	Rad21_Rec8_N	N terminus of Rad21 / Rec8 like protein
pfam03363	Herpes_LP	Herpesvirus leader protein
pfam09631	Sen15	Sen15 protein
pfam03194	LUC7	LUC7 N_terminus
pfam08729	HUN	HPC2 and ubinuclein domain
pfam13744	HTH_37	Helix-turn-helix domain
pfam12978	DUF3862	Domain of Unknown Function with PDB structure (DUF3862)
pfam10440	WIYLD	Ubiquitin-binding WIYLD domain
pfam00904	Involucrin	Involucrin repeat
pfam14870	PSII_BNR	Photosynthesis system II assembly factor YCF48
pfam07155	ECF-ribofla_trS	ECF-type riboflavin transporter, S component
pfam13850	ERGIC_N	Endoplasmic Reticulum-Golgi Intermediate Compartment (ERGIC)
